Stat-Xplore,,,,,,,,
,,,,,,,,
Relative Low Income (I II III IV V VI),,,,,,,,
National - Regional - LA - OAs (GB) by Year,,,,,,,,
Counting: Relative Low Income,,,,,,,,
,,,,,,,,
Filters:,,,,,,,,
Default Summation,Relative Low Income,,,,,,,
,,,,,,,,
Year,2020/21,2020/21 - Annotations,2021/22,2021/22 - Annotations,2022/23,2022/23 - Annotations,2023/24,2023/24 - Annotations
National - Regional - LA - OAs (GB),,,,,,,,
Hillingdon 033C,13,,25,,25,,35,
Hillingdon 033D,62,,77,,73,,79,
Hillingdon 033E,44,,50,,47,,39,
Hounslow 001A,20,,21,,25,,27,
Hounslow 001B,31,,24,,27,,22,
Hounslow 001C,18,,10,,16,,9,
Hounslow 001D,8,,5,,10,,14,
Hounslow 001E,11,,..,,9,,8,
Hounslow 003A,81,,72,,71,,83,
Hounslow 003B,87,,95,,123,,134,
Hounslow 003C,159,,165,,220,,225,
Hounslow 003D,141,,177,,217,,209,
Hounslow 003F,51,,36,,44,,58,
Hounslow 003G,36,,30,,52,,47,
Hounslow 004A,129,,126,,182,,201,
Hounslow 004B,71,,57,,74,,70,
Hounslow 004C,51,,63,,57,,60,
Hounslow 004D,170,,163,,186,,180,
Hounslow 004E,69,,76,,105,,102,
Hounslow 005A,145,,158,,187,,200,
Hounslow 005B,203,,193,,216,,217,
Hounslow 005C,144,,148,,179,,146,
Hounslow 005D,161,,194,,202,,216,
Hounslow 006A,23,,32,,32,,40,
Hounslow 006B,78,,71,,78,,91,
Hounslow 006C,55,,54,,58,,61,
Hounslow 006D,87,,92,,102,,109,
Hounslow 006E,107,,116,,120,,116,
Hounslow 007A,15,,6,,6,,5,
Hounslow 007B,74,,63,,65,,61,
Hounslow 007C,17,,9,,9,,8,
Hounslow 007D,32,,34,,35,,25,
Hounslow 007E,48,,52,,55,,66,
Hounslow 007F,9,,14,,19,,17,
Hounslow 008A,61,,58,,65,,46,
Hounslow 008B,14,,11,,21,,15,
Hounslow 008C,29,,27,,19,,35,
Hounslow 008D,26,,32,,52,,45,
Hounslow 008E,22,,12,,25,,22,
Hounslow 009A,57,,56,,57,,58,
Hounslow 009B,40,,31,,40,,42,
Hounslow 009C,48,,41,,42,,53,
Hounslow 009D,40,,31,,30,,56,
Hounslow 010A,74,,67,,81,,65,
Hounslow 010B,99,,108,,101,,100,
Hounslow 010C,69,,79,,85,,88,
Hounslow 010D,55,,70,,60,,61,
Hounslow 010E,92,,98,,127,,101,
Hounslow 011A,75,,57,,79,,76,
Hounslow 011B,85,,78,,98,,120,
Hounslow 011C,87,,87,,98,,88,
Hounslow 011D,59,,52,,94,,78,
Hounslow 011E,90,,74,,108,,119,
Hounslow 012A,53,,70,,57,,66,
Hounslow 012B,85,,58,,58,,86,
Hounslow 012C,67,,67,,53,,72,
Hounslow 012D,34,,25,,35,,49,
Hounslow 012E,17,,11,,12,,29,
Hounslow 013A,64,,42,,74,,72,
Hounslow 013B,86,,81,,67,,101,
Hounslow 013C,102,,105,,97,,109,
Hounslow 013D,70,,61,,69,,94,
Hounslow 013E,173,,151,,162,,130,
Hounslow 014A,75,,72,,64,,69,
Hounslow 014B,104,,132,,125,,115,
Hounslow 014C,85,,97,,90,,108,
Hounslow 014D,67,,74,,88,,77,
Hounslow 014E,99,,78,,83,,87,
Hounslow 015A,113,,108,,138,,149,
Hounslow 015B,134,,123,,128,,150,
Hounslow 015C,81,,96,,82,,87,
Hounslow 015D,23,,18,,11,,18,
Hounslow 015E,47,,51,,51,,71,
Hounslow 016A,112,,89,,110,,113,
Hounslow 016B,160,,192,,195,,204,
Hounslow 016C,73,,75,,65,,79,
Hounslow 016D,89,,85,,70,,95,
Hounslow 016E,63,,67,,96,,121,
Hounslow 017A,82,,80,,85,,80,
Hounslow 017B,127,,146,,163,,192,
Hounslow 017C,79,,65,,79,,89,
Hounslow 017D,79,,81,,95,,117,
Hounslow 017E,153,,143,,175,,190,
Hounslow 018A,80,,99,,94,,124,
Hounslow 018C,119,,144,,141,,147,
Hounslow 018D,90,,102,,119,,118,
Hounslow 018E,39,,47,,43,,36,
Hounslow 018F,43,,39,,62,,68,
Hounslow 018G,76,,57,,83,,124,
Hounslow 019A,49,,34,,55,,43,
Hounslow 019B,55,,50,,73,,62,
Hounslow 019C,53,,36,,49,,54,
Hounslow 019D,21,,33,,36,,38,
Hounslow 019E,26,,26,,32,,27,
Hounslow 020A,61,,67,,74,,78,
Hounslow 020B,46,,47,,66,,55,
Hounslow 020C,58,,59,,54,,51,
Hounslow 020D,98,,104,,114,,98,
Hounslow 020E,226,,263,,267,,278,
Hounslow 021A,127,,120,,131,,139,
Hounslow 021B,114,,131,,117,,138,
Hounslow 021C,57,,56,,66,,95,
Hounslow 021D,84,,75,,82,,106,
Hounslow 021E,70,,51,,57,,71,
Hounslow 022A,76,,75,,64,,72,
Hounslow 022B,78,,67,,89,,100,
Hounslow 022C,76,,104,,100,,145,
Hounslow 022D,117,,114,,112,,114,
Hounslow 022E,94,,76,,88,,101,
Hounslow 023A,95,,80,,132,,121,
Hounslow 023B,126,,108,,154,,162,
Hounslow 023C,165,,144,,185,,161,
Hounslow 023D,102,,92,,94,,91,
Hounslow 023E,80,,93,,122,,101,
Hounslow 024A,72,,98,,108,,94,
Hounslow 024B,58,,67,,76,,117,
Hounslow 024C,108,,92,,123,,120,
Hounslow 024D,73,,81,,69,,85,
Hounslow 024E,111,,82,,123,,101,
Hounslow 024F,102,,89,,110,,104,
Hounslow 025B,80,,78,,91,,74,
Hounslow 025C,90,,96,,97,,91,
Hounslow 025D,75,,79,,81,,94,
Hounslow 025E,99,,109,,82,,81,
Hounslow 025F,148,,137,,158,,173,
Hounslow 025G,42,,48,,51,,49,
Hounslow 026A,115,,123,,130,,150,
Hounslow 026B,152,,194,,165,,156,
Hounslow 026C,122,,127,,119,,112,
Hounslow 026D,107,,137,,140,,142,
Hounslow 026E,111,,110,,133,,121,
Hounslow 027A,68,,67,,68,,69,
Hounslow 027B,92,,81,,86,,73,
Hounslow 027C,35,,32,,40,,44,
Hounslow 027D,75,,60,,65,,73,
Hounslow 027E,74,,80,,86,,91,
Hounslow 028A,121,,103,,109,,123,
Hounslow 028B,47,,42,,51,,43,
Hounslow 028C,99,,117,,128,,123,
Hounslow 028D,52,,48,,47,,47,
Hounslow 029A,11,,11,,25,,16,
Hounslow 029B,11,,13,,12,,18,
Hounslow 029C,38,,35,,35,,38,
Hounslow 029D,25,,26,,23,,21,
Hounslow 029E,9,,5,,14,,12,
Kingston upon Thames 001A,15,,12,,7,,17,
Kingston upon Thames 001B,18,,16,,19,,21,
Kingston upon Thames 001C,10,,9,,10,,23,
Kingston upon Thames 001D,48,,23,,34,,47,
Kingston upon Thames 001E,6,,10,,6,,..,
Kingston upon Thames 002A,5,,10,,11,,7,
Kingston upon Thames 002B,17,,18,,24,,19,
Kingston upon Thames 002C,25,,16,,27,,31,
Kingston upon Thames 002D,23,,21,,33,,23,
Kingston upon Thames 002E,6,,5,,9,,10,
Kingston upon Thames 003A,27,,15,,20,,20,
Kingston upon Thames 003B,23,,21,,19,,29,
Kingston upon Thames 003C,6,,6,,15,,21,
Kingston upon Thames 003D,20,,30,,38,,27,
Kingston upon Thames 003E,107,,108,,115,,108,
Kingston upon Thames 004A,59,,49,,51,,61,
Kingston upon Thames 004B,8,,19,,30,,41,
Kingston upon Thames 004D,10,,11,,12,,13,
Kingston upon Thames 004E,12,,14,,15,,20,
Kingston upon Thames 004F,34,,47,,70,,63,
Kingston upon Thames 004G,30,,43,,37,,37,
Kingston upon Thames 005A,47,,51,,72,,52,
Kingston upon Thames 005B,222,,207,,205,,235,
Kingston upon Thames 005C,49,,47,,37,,50,
Kingston upon Thames 005D,55,,57,,54,,69,
Kingston upon Thames 005E,68,,53,,74,,76,
Kingston upon Thames 006A,73,,97,,105,,111,
Kingston upon Thames 006B,17,,17,,6,,25,
Kingston upon Thames 006C,53,,52,,71,,66,
Kingston upon Thames 006D,65,,55,,72,,88,
Kingston upon Thames 006E,87,,85,,102,,108,
Kingston upon Thames 007A,9,,11,,21,,35,
Kingston upon Thames 007B,29,,35,,47,,44,
Kingston upon Thames 007C,34,,28,,40,,46,
Kingston upon Thames 007D,29,,35,,34,,42,
Kingston upon Thames 007E,39,,48,,39,,38,
Kingston upon Thames 008A,20,,22,,25,,15,
Kingston upon Thames 008B,25,,35,,31,,42,
Kingston upon Thames 008C,38,,33,,30,,26,
Kingston upon Thames 008D,13,,12,,17,,9,
Kingston upon Thames 008E,27,,34,,21,,28,
Kingston upon Thames 009A,26,,35,,38,,43,
Kingston upon Thames 009B,9,,8,,13,,6,
Kingston upon Thames 009C,34,,28,,39,,48,
Kingston upon Thames 009D,11,,16,,19,,20,
Kingston upon Thames 009E,8,,5,,9,,7,
Kingston upon Thames 010A,21,,14,,15,,19,
Kingston upon Thames 010B,17,,21,,22,,18,
Kingston upon Thames 010C,34,,35,,28,,32,
Kingston upon Thames 010D,29,,34,,33,,33,
Kingston upon Thames 011A,24,,12,,9,,32,
Kingston upon Thames 011B,20,,14,,41,,39,
Kingston upon Thames 011C,18,,12,,15,,18,
Kingston upon Thames 011D,7,,11,,22,,21,
Kingston upon Thames 012A,50,,49,,56,,47,
Kingston upon Thames 012B,86,,63,,97,,70,
Kingston upon Thames 012C,14,,25,,13,,23,
Kingston upon Thames 012D,37,,33,,36,,38,
Kingston upon Thames 012E,24,,19,,32,,23,
Kingston upon Thames 013A,50,,32,,41,,51,
Kingston upon Thames 013B,14,,8,,16,,20,
Kingston upon Thames 013C,22,,24,,20,,20,
Kingston upon Thames 013D,9,,..,,11,,8,
Kingston upon Thames 013E,15,,20,,41,,50,
Kingston upon Thames 014A,26,,46,,44,,45,
Kingston upon Thames 014B,14,,9,,11,,14,
Kingston upon Thames 014C,17,,17,,15,,9,
Kingston upon Thames 014D,12,,11,,12,,8,
Kingston upon Thames 014E,13,,7,,11,,7,
Kingston upon Thames 015A,30,,15,,28,,18,
Kingston upon Thames 015B,17,,13,,20,,20,
Kingston upon Thames 015C,24,,11,,24,,30,
Kingston upon Thames 015D,18,,31,,45,,27,
Kingston upon Thames 015E,22,,14,,12,,11,
Kingston upon Thames 016A,7,,18,,15,,14,
Kingston upon Thames 016B,16,,16,,16,,20,
Kingston upon Thames 016C,11,,..,,..,,6,
Kingston upon Thames 016D,58,,51,,53,,52,
Kingston upon Thames 016E,49,,48,,61,,55,
Kingston upon Thames 017A,57,,51,,64,,60,
Kingston upon Thames 017B,54,,72,,81,,100,
Kingston upon Thames 017C,70,,75,,85,,79,
Kingston upon Thames 017D,64,,46,,39,,39,
Kingston upon Thames 017E,49,,54,,50,,65,
Kingston upon Thames 018A,47,,36,,54,,53,
Kingston upon Thames 018B,31,,33,,39,,34,
Kingston upon Thames 018C,28,,20,,22,,16,
Kingston upon Thames 018D,58,,47,,36,,43,
Kingston upon Thames 018E,42,,45,,41,,55,
Kingston upon Thames 019A,42,,41,,44,,54,
Kingston upon Thames 019B,40,,39,,38,,39,
Kingston upon Thames 019C,19,,14,,26,,43,
Kingston upon Thames 019D,43,,36,,34,,36,
Kingston upon Thames 020A,43,,62,,49,,60,
Kingston upon Thames 020B,47,,50,,41,,56,
Kingston upon Thames 020C,65,,56,,66,,71,
Kingston upon Thames 020D,38,,52,,60,,52,
Kingston upon Thames 020E,72,,64,,74,,93,
Merton 001A,..,,..,,..,,..,
Merton 001B,15,,9,,14,,11,
Merton 001C,..,,..,,6,,5,
Merton 001D,73,,79,,79,,94,
Merton 001E,18,,17,,12,,8,
Merton 002A,6,,15,,20,,12,
Merton 002B,10,,10,,19,,15,
Merton 002C,7,,6,,..,,..,
Merton 002D,..,,..,,..,,..,
Merton 003A,19,,24,,23,,14,
Merton 003B,5,,9,,15,,21,
Merton 003C,13,,11,,22,,22,
Merton 003D,38,,29,,32,,43,
Merton 003E,25,,22,,35,,28,
Merton 004A,15,,25,,17,,20,
Merton 004B,5,,5,,13,,5,
Merton 004C,7,,6,,..,,10,
Merton 004D,15,,16,,24,,19,
Merton 004E,..,,..,,..,,..,
Merton 005A,44,,42,,56,,67,
Merton 005B,24,,29,,33,,35,
Merton 005C,46,,64,,63,,75,
Merton 005D,17,,22,,16,,15,
Merton 005E,15,,20,,26,,25,
Merton 006A,37,,33,,38,,56,
Merton 006B,7,,15,,17,,9,
Merton 006C,8,,7,,6,,6,
Merton 006D,16,,16,,19,,18,
Merton 006E,79,,64,,78,,82,
Merton 007A,81,,59,,68,,82,
Merton 007B,67,,53,,83,,74,
Merton 007C,26,,21,,33,,29,
Merton 007D,43,,45,,39,,51,
Merton 007E,49,,54,,57,,54,
Merton 008A,44,,47,,59,,55,
Merton 008B,82,,82,,84,,69,
Merton 008C,40,,50,,65,,72,
Merton 008D,96,,90,,85,,90,
Merton 008E,72,,72,,90,,83,
Merton 009A,17,,15,,16,,9,
Merton 009B,22,,26,,18,,19,
Merton 009C,11,,20,,15,,14,
Merton 009D,8,,..,,7,,21,
Merton 009E,22,,13,,25,,20,
Merton 010A,8,,7,,14,,10,
Merton 010B,5,,..,,5,,..,
Merton 010C,21,,23,,28,,32,
Merton 010D,22,,29,,27,,34,
Merton 010E,16,,13,,10,,11,
Merton 011A,22,,24,,21,,22,
Merton 011B,18,,13,,17,,19,
Merton 011C,15,,10,,7,,7,
Merton 011D,9,,8,,11,,5,
Merton 011E,13,,8,,9,,18,
Merton 012A,126,,117,,157,,148,
Merton 012B,93,,82,,100,,107,
Merton 012C,111,,103,,123,,106,
Merton 012D,42,,50,,47,,56,
Merton 012E,70,,68,,58,,72,
Merton 013A,125,,103,,110,,130,
Merton 013B,83,,70,,79,,83,
Merton 013C,91,,88,,95,,91,
Merton 013D,50,,46,,73,,54,
Merton 013E,113,,116,,112,,113,
Merton 014A,122,,118,,119,,125,
Merton 014B,137,,121,,166,,157,
Merton 014C,100,,104,,88,,101,
Merton 014D,115,,99,,80,,105,
Merton 014E,133,,117,,119,,127,
Merton 015A,33,,30,,36,,23,
Merton 015B,8,,..,,..,,..,
Merton 015C,7,,6,,5,,7,
Merton 015D,21,,32,,38,,33,
Merton 015E,15,,24,,9,,11,
Merton 016A,44,,47,,40,,42,
Merton 016B,11,,14,,7,,9,
Merton 016C,56,,57,,51,,55,
Merton 016D,55,,71,,83,,73,
Merton 016E,17,,13,,26,,28,
Merton 017A,71,,66,,81,,105,
Merton 017B,65,,86,,56,,85,
Merton 017C,109,,117,,126,,146,
Merton 017D,58,,45,,40,,44,
Merton 017E,85,,68,,68,,73,
Merton 018A,88,,109,,145,,143,
Merton 018B,123,,105,,113,,124,
Merton 018C,148,,129,,160,,159,
Merton 018D,106,,163,,190,,205,
Merton 018E,146,,146,,131,,165,
Merton 019A,69,,74,,76,,85,
Merton 019B,119,,115,,155,,133,
Merton 019C,115,,118,,151,,158,
Merton 019D,153,,178,,174,,177,
Merton 019E,74,,76,,80,,103,
Merton 020A,7,,5,,8,,6,
Merton 020B,31,,22,,29,,41,
Merton 020C,29,,24,,24,,30,
Merton 020D,45,,45,,50,,50,
Merton 020E,39,,52,,44,,50,
Merton 021A,15,,20,,17,,15,
Merton 021B,32,,28,,24,,20,
Merton 021C,29,,17,,20,,9,
Merton 021D,21,,37,,33,,23,
Merton 021E,40,,50,,58,,55,
Merton 022A,113,,94,,159,,156,
Merton 022B,58,,55,,75,,71,
Merton 022C,64,,50,,58,,40,
Merton 022D,89,,94,,118,,101,
Merton 022E,104,,87,,106,,118,
Merton 023A,60,,56,,67,,79,
Merton 023B,77,,81,,89,,92,
Merton 023C,72,,69,,86,,85,
Merton 023D,124,,113,,100,,97,
Merton 023E,84,,98,,78,,121,
Merton 024A,85,,85,,101,,117,
Merton 024B,80,,74,,80,,82,
Merton 024C,110,,108,,126,,142,
Merton 024D,66,,51,,65,,53,
Merton 024E,98,,94,,145,,107,
Merton 025A,49,,45,,56,,46,
Merton 025B,36,,30,,27,,29,
Merton 025C,48,,52,,50,,53,
Merton 025D,38,,47,,28,,43,
Merton 025E,24,,17,,15,,19,
Redbridge 001A,19,,21,,19,,15,
Redbridge 001B,12,,7,,8,,10,
Redbridge 001C,24,,24,,27,,27,
Redbridge 001D,18,,9,,6,,7,
Redbridge 001E,28,,16,,21,,12,
Redbridge 001F,47,,64,,52,,61,
Redbridge 001G,29,,21,,29,,38,
Redbridge 002A,109,,93,,94,,104,
Redbridge 002B,116,,109,,120,,121,
Redbridge 002C,111,,131,,120,,109,
Redbridge 002D,111,,102,,126,,107,
Redbridge 003A,64,,65,,80,,93,
Redbridge 003B,56,,34,,33,,55,
Redbridge 003C,86,,80,,86,,74,
Redbridge 003D,83,,84,,113,,117,
Redbridge 004A,51,,47,,52,,48,
Redbridge 004B,36,,22,,28,,31,
Redbridge 004C,101,,76,,88,,83,
Redbridge 004D,35,,31,,24,,33,
Redbridge 005A,56,,47,,54,,63,
Redbridge 005B,52,,53,,69,,89,
Redbridge 005C,43,,41,,48,,61,
Redbridge 006A,54,,46,,57,,68,
Redbridge 006B,37,,55,,42,,49,
Redbridge 006C,101,,85,,78,,95,
Redbridge 006D,67,,73,,67,,105,
Redbridge 006E,57,,50,,67,,85,
Redbridge 006F,81,,76,,74,,87,
Redbridge 006G,82,,100,,113,,120,
Redbridge 007A,35,,29,,36,,29,
Redbridge 007B,23,,19,,24,,15,
Redbridge 007C,34,,30,,39,,37,
Redbridge 007D,22,,12,,14,,10,
Redbridge 007E,82,,85,,79,,85,
Redbridge 007F,26,,21,,33,,26,
Redbridge 007G,43,,54,,47,,67,
Redbridge 008A,61,,65,,65,,60,
Redbridge 008B,123,,107,,114,,140,
Redbridge 008C,38,,55,,58,,58,
Redbridge 008D,59,,53,,44,,65,
Redbridge 009A,34,,30,,32,,24,
Redbridge 009B,95,,62,,54,,67,
Redbridge 009C,201,,163,,202,,181,
Redbridge 009D,38,,28,,26,,36,
Redbridge 009E,57,,58,,60,,66,
Redbridge 009F,38,,42,,52,,59,
Redbridge 009G,40,,42,,37,,37,
Redbridge 010A,86,,81,,85,,97,
Redbridge 010B,54,,76,,84,,95,
Redbridge 010C,83,,86,,83,,77,
Redbridge 010D,62,,87,,111,,115,
Redbridge 012A,88,,65,,66,,87,
Redbridge 012B,41,,15,,16,,24,
Redbridge 012C,44,,41,,49,,62,
Redbridge 012D,38,,40,,29,,31,
Redbridge 013A,81,,92,,97,,96,
Redbridge 013B,81,,79,,50,,77,
Redbridge 013C,61,,56,,55,,77,
Redbridge 013D,69,,85,,86,,97,
Redbridge 014A,11,,19,,20,,20,
Redbridge 014B,23,,19,,28,,20,
Redbridge 014C,64,,64,,56,,58,
Redbridge 014D,21,,7,,21,,22,
Redbridge 014E,15,,10,,20,,22,
Redbridge 014F,29,,28,,26,,28,
Redbridge 014G,35,,34,,27,,20,
Redbridge 015A,62,,55,,84,,65,
Redbridge 015B,53,,67,,69,,80,
Redbridge 015C,47,,39,,39,,45,
Redbridge 015D,67,,86,,87,,105,
Redbridge 017A,61,,55,,53,,59,
Redbridge 017B,87,,104,,110,,130,
Redbridge 017C,90,,66,,70,,90,
Redbridge 017D,117,,104,,133,,163,
Redbridge 018A,21,,17,,8,,17,
Redbridge 018B,45,,31,,51,,51,
Redbridge 018C,21,,19,,25,,19,
Redbridge 018D,24,,36,,29,,38,
Redbridge 019A,123,,90,,138,,134,
Redbridge 019B,103,,93,,122,,182,
Redbridge 019C,84,,79,,114,,130,
Redbridge 019D,119,,113,,125,,118,
Redbridge 019E,84,,69,,70,,76,
Redbridge 019F,162,,130,,176,,204,
Redbridge 019H,72,,70,,73,,94,
Redbridge 019I,89,,87,,95,,105,
Redbridge 020A,100,,97,,113,,131,
Redbridge 020B,89,,73,,76,,110,
Redbridge 020C,49,,41,,59,,61,
Redbridge 020D,123,,138,,159,,181,
Redbridge 022A,109,,81,,105,,160,
Redbridge 022B,117,,116,,113,,151,
Redbridge 022C,123,,90,,120,,140,
Redbridge 022D,61,,84,,102,,93,
Redbridge 023A,89,,92,,88,,90,
Redbridge 023B,138,,119,,125,,143,
Redbridge 023C,125,,113,,141,,152,
Redbridge 023D,211,,205,,218,,266,
Redbridge 024A,99,,110,,110,,116,
Redbridge 024B,109,,129,,130,,159,
Redbridge 024C,107,,86,,110,,149,
Redbridge 024D,87,,80,,97,,109,
Redbridge 026A,81,,115,,113,,166,
Redbridge 026B,112,,106,,139,,171,
Redbridge 026C,79,,74,,82,,103,
Redbridge 026D,67,,92,,99,,104,
Redbridge 027A,24,,38,,31,,31,
Redbridge 027B,23,,21,,27,,10,
Redbridge 027C,19,,20,,31,,29,
Redbridge 027D,61,,49,,55,,47,
Redbridge 029A,146,,148,,180,,275,
Redbridge 029B,91,,117,,136,,134,
Redbridge 029C,117,,98,,149,,159,
Redbridge 029D,119,,103,,115,,177,
Redbridge 030A,144,,203,,208,,248,
Redbridge 030B,172,,164,,186,,197,
Redbridge 030C,121,,138,,156,,204,
Redbridge 030D,92,,115,,150,,160,
Redbridge 030F,115,,96,,139,,161,
Redbridge 030G,88,,100,,116,,154,
Redbridge 030H,74,,65,,105,,167,
Redbridge 030I,153,,169,,215,,256,
Redbridge 031A,70,,95,,97,,128,
Redbridge 031B,179,,138,,138,,158,
Redbridge 031C,180,,172,,187,,214,
Redbridge 031D,120,,125,,116,,128,
Redbridge 031E,103,,85,,117,,152,
Redbridge 031F,155,,159,,192,,220,
Redbridge 031G,120,,121,,139,,173,
Redbridge 032A,168,,191,,253,,270,
Redbridge 032B,114,,179,,179,,219,
Redbridge 032C,136,,153,,188,,211,
Redbridge 032D,170,,163,,194,,269,
Redbridge 032E,132,,146,,147,,170,
Redbridge 033A,116,,106,,132,,129,
Redbridge 033B,173,,172,,213,,246,
Redbridge 033C,188,,206,,233,,258,
Redbridge 033D,129,,133,,167,,210,
Redbridge 034A,97,,113,,123,,132,
Redbridge 034B,135,,133,,175,,185,
Redbridge 034C,142,,123,,150,,183,
Redbridge 034D,106,,102,,127,,138,
Redbridge 034E,89,,101,,113,,150,
Redbridge 034F,131,,134,,185,,200,
Redbridge 034G,92,,106,,134,,135,
Redbridge 035A,54,,55,,59,,63,
Redbridge 035B,77,,64,,101,,115,
Redbridge 035C,80,,70,,80,,113,
Redbridge 035D,85,,96,,73,,94,
Redbridge 035E,78,,53,,49,,51,
Redbridge 035F,66,,75,,88,,96,
Redbridge 035G,67,,50,,56,,73,
Redbridge 035H,60,,64,,74,,78,
Redbridge 036A,60,,52,,41,,56,
Redbridge 036B,63,,75,,79,,73,
Redbridge 036C,35,,26,,35,,37,
Redbridge 036D,47,,45,,46,,49,
Redbridge 036E,56,,45,,46,,48,
Redbridge 036F,34,,40,,34,,41,
Redbridge 036G,45,,74,,82,,72,
Redbridge 036H,44,,51,,48,,61,
Richmond upon Thames 001A,..,,..,,..,,..,
Richmond upon Thames 001B,13,,6,,9,,12,
Richmond upon Thames 001C,..,,..,,5,,10,
Richmond upon Thames 001D,35,,23,,33,,45,
Richmond upon Thames 001E,..,,..,,..,,..,
Richmond upon Thames 001F,7,,5,,7,,5,
Richmond upon Thames 001G,39,,37,,42,,43,
Richmond upon Thames 002A,..,,7,,7,,6,
Richmond upon Thames 002B,14,,9,,8,,8,
Richmond upon Thames 002C,17,,6,,8,,14,
Richmond upon Thames 002D,..,,6,,9,,..,
Richmond upon Thames 002E,12,,7,,10,,10,
Richmond upon Thames 002F,7,,9,,13,,13,
Richmond upon Thames 003A,14,,6,,15,,9,
Richmond upon Thames 003B,27,,14,,24,,39,
Richmond upon Thames 003C,27,,10,,38,,24,
Richmond upon Thames 003D,63,,69,,69,,76,
Richmond upon Thames 003E,33,,13,,8,,21,
Richmond upon Thames 003F,28,,24,,26,,18,
Richmond upon Thames 003G,8,,11,,9,,15,
Richmond upon Thames 004A,29,,35,,30,,31,
Richmond upon Thames 004C,22,,16,,10,,19,
Richmond upon Thames 004D,43,,48,,49,,42,
Richmond upon Thames 004E,21,,20,,24,,17,
Richmond upon Thames 004F,15,,11,,5,,12,
Richmond upon Thames 004G,35,,34,,41,,40,
Richmond upon Thames 004H,20,,18,,23,,30,
Richmond upon Thames 005A,17,,12,,14,,18,
Richmond upon Thames 005B,9,,16,,15,,15,
Richmond upon Thames 005C,10,,5,,8,,12,
Richmond upon Thames 005D,5,,8,,13,,6,
Richmond upon Thames 005E,9,,6,,10,,5,
Richmond upon Thames 006A,11,,5,,12,,6,
Richmond upon Thames 006B,8,,10,,..,,5,
Richmond upon Thames 006C,9,,13,,18,,23,
Richmond upon Thames 006D,31,,15,,30,,20,
Richmond upon Thames 007A,5,,..,,5,,..,
Richmond upon Thames 007B,6,,6,,11,,7,
Richmond upon Thames 007C,17,,26,,28,,22,
Richmond upon Thames 007D,11,,8,,17,,9,
Richmond upon Thames 008A,..,,7,,7,,6,
Richmond upon Thames 008B,5,,5,,7,,12,
Richmond upon Thames 008C,5,,5,,..,,..,
Richmond upon Thames 008D,9,,13,,18,,8,
Richmond upon Thames 009A,10,,8,,13,,12,
Richmond upon Thames 009B,13,,6,,16,,11,
Richmond upon Thames 009C,7,,7,,16,,10,
Richmond upon Thames 009D,14,,9,,21,,17,
Richmond upon Thames 010A,23,,23,,19,,19,
Richmond upon Thames 010B,54,,35,,39,,45,
Richmond upon Thames 010C,55,,53,,65,,54,
Richmond upon Thames 010D,39,,28,,45,,46,
Richmond upon Thames 010E,26,,10,,28,,46,
Richmond upon Thames 011A,28,,30,,38,,32,
Richmond upon Thames 011B,19,,25,,18,,23,
Richmond upon Thames 011C,19,,19,,33,,26,
Richmond upon Thames 011D,20,,14,,21,,23,
Richmond upon Thames 012A,6,,5,,..,,7,
Richmond upon Thames 012B,5,,..,,..,,..,
Richmond upon Thames 012C,29,,25,,37,,30,
Richmond upon Thames 012D,45,,36,,49,,41,
Richmond upon Thames 013A,69,,62,,84,,94,
Richmond upon Thames 013B,108,,104,,144,,144,
Richmond upon Thames 013C,68,,67,,61,,51,
Richmond upon Thames 013D,99,,96,,104,,101,
Richmond upon Thames 013E,19,,22,,20,,20,
Richmond upon Thames 013F,24,,18,,27,,29,
Richmond upon Thames 014A,12,,15,,13,,7,
Richmond upon Thames 014B,18,,16,,14,,32,
Richmond upon Thames 014C,19,,18,,17,,17,
Richmond upon Thames 014D,24,,17,,20,,17,
Richmond upon Thames 015A,29,,16,,30,,26,
Richmond upon Thames 015B,14,,15,,17,,14,
Richmond upon Thames 015C,58,,41,,50,,63,
Richmond upon Thames 015D,19,,20,,17,,17,
Richmond upon Thames 015E,16,,16,,13,,8,
Richmond upon Thames 015F,38,,45,,59,,57,
Richmond upon Thames 015G,36,,33,,29,,32,
Richmond upon Thames 016A,7,,8,,13,,8,
Richmond upon Thames 016B,8,,5,,12,,8,
Richmond upon Thames 016C,5,,16,,8,,16,
Richmond upon Thames 016D,6,,19,,7,,8,
Richmond upon Thames 017A,41,,46,,40,,38,
Richmond upon Thames 017B,77,,61,,71,,75,
Richmond upon Thames 017C,63,,73,,62,,53,
Richmond upon Thames 018A,23,,16,,24,,27,
Richmond upon Thames 018B,28,,28,,28,,15,
Richmond upon Thames 018C,20,,14,,14,,20,
Richmond upon Thames 018D,7,,6,,15,,9,
Richmond upon Thames 019A,25,,12,,17,,18,
Richmond upon Thames 019B,11,,8,,10,,12,
Richmond upon Thames 019C,16,,16,,16,,17,
Richmond upon Thames 019D,31,,32,,33,,37,
Richmond upon Thames 020A,23,,12,,13,,5,
Richmond upon Thames 020B,63,,60,,55,,68,
Richmond upon Thames 020C,26,,28,,42,,49,
Richmond upon Thames 020D,34,,30,,42,,44,
Richmond upon Thames 020E,54,,53,,61,,72,
Richmond upon Thames 020F,31,,14,,34,,31,
Richmond upon Thames 021A,11,,23,,11,,13,
